AiQinHaiGouWuZhongXin,116.443539,39.977432
BaiShengGouWuZhongXin(TaiYangGongDian),116.441257,39.977643
BeiJingapm,116.418961,39.921648
BeiChenGouWuZhongXin,116.413383,39.999592
BeiJingBaiHuoDaLou,116.415615,39.920477
BeiJingYiDiGang,116.496978,39.976634
BiRuShiJieGouWuZhongXin,116.467789,39.97356
CuiWeiBaiHuo(MuDanYuanDian),116.372766,39.983431
CuiWeiBaiHuo(QingHeDian),116.352504,40.036304
CuiWeiBaiHuoCuiWeiDian,116.30934,39.91476
CuiWeiGuangChang,116.311305,39.914116
HanGuangBaiHuo,116.382366,39.915842
HuaLianWanLiuGouWuZhongXin,116.300778,39.979979
FangHengGouWuZhongXin,116.487893,39.995303
FengLanGuoJiGouWuZhongXin,116.363186,39.959786
HuaMaoGouWuZhongXin,116.486132,39.915573
LaiFuShiGouWuZhongXin,116.438373,39.946836
XinHuaBaiHuo,116.37741,39.952979
LongDeGuangChang,116.37741,39.952979
FengHuangHui,116.463172,39.968098
GuoRuiGouWuZhongXin,116.426835,39.905334
HuaLianShangSha(GuangAnMenDian),116.343918,39.895178
HuaLianShangShaGongYiXiQiaoDian,116.374991,39.839925
HuanQiuMaoYiZhongXin,116.417258,39.97183
HuaRunWuCaiCheng,116.339941,40.0361
JinRongJieGouWuZhongXin,116.366848,39.921318
KaiDeMaoTaiYangGong,116.454015,39.977678
ShengXi8Hao,116.359573,40.014953
SiPuRuiSiAoTeLaiSi,116.601536,40.015675
SOHOShangDou(XiTa),116.457509,39.924906
SOHOShangDou(NanBeiTa),116.458993,39.924821
TianHong(GuoZhanDian),116.448263,39.964928
TianHongGuangAnMenDian,116.347655,39.894107
XinZhongGuan,116.321071,39.984438
YanShaYouYiShangCheng,116.470252,39.95513
YinZuoMall,116.442705,39.946425
YongWangGuoJiShangChengGouWuZhongXin,116.297418,40.101614
ZhuoZhanGouWuZhongXin,116.28261,39.918146
YuanYangWeiLai,116.43776,39.996688
YouTangGuangChang,116.444771,39.928144
HuaTangShangChang,116.299957,39.872774
HuaYuShiShangGouWuZhongXin,116.32984,39.971143
JinBaoHuiGouWuZhongXin,116.427286,39.921565
JinDiGuangChang,116.48012,39.915287
JiuLongBaiHuo,116.500518,39.967664
KaiDeMallXiZhiMen,116.359403,39.948054
KaiDeJingPinGouWuZhongXin,116.304921,39.914844
LanDaoDaShaEast,116.455104,39.928061
LanDaoDaShaWest,116.455513,39.927833
LanSeGangWanGuoJiShangQu,116.481113,39.953854
LeTianYinTaiBaiHuo,116.417783,39.922943
OuMeiHui,116.319634,39.985939
OuLuShiShangGouWuZhongXin,116.553415,40.073289
QiaoFuFangCaoDi,116.454434,39.924779
ShiMaoBaiHuo,116.455462,39.939977
ShouDiDaXiaGuGouWuZhongXin,116.372894,39.860054
ShuangAnShangChang,116.331806,39.972615
WangJingHuaCaiShangYeZhongXin,116.476465,40.01682
XiDanDaYueCheng,116.380005,39.916449
XinGuangTianDi,116.48664,39.916628
XinShiJieLiYingBaiHuo,116.486144,39.993212
YinTaiBaiHuo(DaHongMenDian),116.392392,39.851019
YiShiDaGuangChang,116.427601,40.048146
YangGuangXinChengShiGuangChang,116.511427,39.92149
DangDaiShangChengZhongGuanCunDian,116.327125,39.976685
DongFangXinTianDi,116.420616,39.915265
FengLianGuangChang,116.44241,39.92896
FuLiGuangChang,116.467022,39.89954
HuaLianShangSha(HuiLongGuanDian),116.325065,40.082812
JunTaiBaiHuo,116.379451,39.915078
KaiDeMALLWangJing,116.475583,39.998723
ZhangAnShangChang,116.350875,39.91349
ZhuangShengChongGuang,116.381586,39.903462
